adult,belongs_to_collection,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count
0,0.0066844919786096255,25000000,0.17434210526315788,0.0,4.558992,0.057688840814854876,0.0,1995.0,13071518.0,128.0,0.0,6.8,69.0
0,0.0066844919786096255,50000000,0.17763157894736842,0.0,7.260574,0.05859022895258698,0.0,1995.0,152022101.0,109.0,0.006775067750677507,5.0,214.0
0,0.0066844919786096255,53000000,0.18092105263157893,0.0,8.657365,0.05949161709031909,0.0,1995.0,157387195.0,116.0,0.0,7.0,508.0
0,0.0066844919786096255,0,0.18421052631578946,0.0,3.620388,0.060393005228051196,0.0,1994.0,3174695.0,119.0,0.0,7.6,71.0
0,0.1270053475935829,7000000,0.1875,0.0,6.950458,0.06129439336578331,0.0,1995.0,25405445.0,104.0,0.0,6.8,898.0
0,0.0066844919786096255,27000000,0.1907894736842105,0.0,4.646132,0.062195781503515415,0.0,1995.0,16140822.0,102.0,0.0,6.3,88.0
0,0.13368983957219252,90000000,0.19407894736842105,0.0,15.138855,0.06309716964124752,0.0,1995.0,366101666.0,128.0,0.0948509485094851,6.9,2094.0
0,0.0066844919786096255,55000000,0.19736842105263158,0.0,15.178338,0.06399855777897963,0.0,1995.0,127600435.0,134.0,0.006775067750677507,5.9,319.0
0,0.0066844919786096255,20000000,0.2006578947368421,0.0,14.810519,0.06489994591671173,0.0,1995.0,7563728.0,107.0,0.10162601626016261,6.2,406.0
0,0.0066844919786096255,25000000,0.20394736842105263,0.0,11.715868,0.06580133405444384,0.09174311926605505,1995.0,19075720.0,97.0,0.10840108401084012,5.5,380.0
0,0.0066844919786096255,90000000,0.20723684210526314,0.0,8.184815,0.008112493239588967,0.0,1995.0,113493481.0,96.0,0.0,5.4,643.0
0,0.0066844919786096255,0,0.14802631578947367,0.0,3.676921,0.06670272219217595,0.0,1995.0,17014653.0,88.0,0.0,4.0,34.0
0,0.0066844919786096255,1500000,0.03289473684210526,0.0,4.877872,0.03695691364701641,0.0,1995.0,7412216.0,91.0,0.0,6.8,280.0
0,0.0066844919786096255,500000,0.21052631578947367,0.0,10.058329,0.06760411032990805,0.0,1995.0,1148752.0,89.0,0.0,7.2,64.0
0,0.0066844919786096255,0,0.2138157894736842,0.0,2.624771,0.06850549846764016,0.0,1995.0,15453274.0,95.0,0.0,5.5,27.0
0,0.0066844919786096255,6000000,0.21710526315789472,0.0,8.25547,0.06940688660537227,0.0,1995.0,2122561.0,94.0,0.0,6.8,400.0
0,0.14037433155080214,15000000,0.22039473684210525,0.0,7.024227,0.07030827474310437,0.09938837920489296,1995.0,66000000.0,92.0,0.0,5.2,153.0
0,0.0066844919786096255,2,0.22368421052631576,0.0,2.466066,0.0712096628808365,0.10703363914373089,1995.0,1.0,95.0,0.11517615176151762,6.4,36.0
0,0.14705882352941177,22000000,0.2269736842105263,0.0,13.304342,0.01352082206598161,0.0,1995.0,110627965.0,114.0,0.013550135501355014,5.6,359.0
0,0.0066844919786096255,0,0.009868421052631578,0.0,8.482834,0.0721110510185686,0.0,1995.0,69660733.0,103.0,0.12195121951219513,5.5,171.0
0,0.0066844919786096255,150000,0.009868421052631578,0.0,1.165039,0.0730124391563007,0.0,1995.0,472370.0,94.0,0.0,5.8,14.0
0,0.1537433155080214,8,0.23026315789473684,0.0,10.187623,0.07391382729403281,0.0,1995.0,16.0,98.0,0.0,6.4,139.0
0,0.0066844919786096255,50000000,0.23355263157894735,0.0,6.752119,0.008112493239588967,0.0,1995.0,10382407.0,135.0,0.0,5.5,111.0
0,0.16042780748663102,45000000,0.06907894736842105,0.0,17.502375,0.07481521543176492,0.022935779816513763,1995.0,20350754.0,128.0,0.0,4.9,261.0
0,0.11363636363636363,7000000,0.14802631578947367,0.0,5.552946,0.03695691364701641,0.1146788990825688,1995.0,8349430.0,112.0,0.0,7.2,115.0
0,0.0066844919786096255,0,0.009868421052631578,0.0,3.743212,0.07571660356949703,0.0,1995.0,50892160.0,106.0,0.0,5.7,60.0
0,0.16711229946524064,35000000,0.23684210526315788,0.0,13.492845,0.07661799170722913,0.0,1995.0,113374103.0,108.0,0.0,5.5,457.0
0,0.0066844919786096255,42000000,0.24013157894736842,0.0,11.223055,0.07751937984496124,0.0,1995.0,7959291.0,145.0,0.0,6.8,334.0
0,0.0066844919786096255,14000000,0.24342105263157893,0.0,1.820419,0.07842076798269335,0.0,1995.0,5780000.0,99.0,0.0,4.6,9.0
0,0.0066844919786096255,0,0.24671052631578946,0.0,11.002046,0.048674959437533805,0.0,1995.0,7025496.0,115.0,0.0,6.1,18.0
0,0.0066844919786096255,0,0.03618421052631579,0.0,4.546552,0.07932215612042545,0.12232415902140673,1995.0,339889.0,111.0,0.0,6.5,112.0
0,0.0066844919786096255,0,0.009868421052631578,0.0,7.653446,0.02523886785649901,0.0,1995.0,47774193.0,105.0,0.013550135501355014,6.3,117.0
0,0.17379679144385027,60000000,0.19407894736842105,0.0,7.490247,0.08022354425815756,0.0,1995.0,104324083.0,100.0,0.0,5.6,217.0
0,0.0066844919786096255,20000000,0.03618421052631579,0.0,9.715639,0.08112493239588967,0.0,1995.0,50012507.0,103.0,0.0,6.5,168.0
0,0.0066844919786096255,175000000,0.25,0.0,16.885184,0.08202632053362177,0.0,1995.0,264218220.0,135.0,0.12872628726287264,5.9,1017.0
0,0.1804812834224599,2800000,0.06907894736842105,0.3488372093023256,2.486073,0.08292770867135388,0.12996941896024464,1994.0,2616503.0,135.0,0.13550135501355015,6.7,35.0
0,0.0066844919786096255,0,0.2532894736842105,0.0,3.525649,0.083829096809086,0.13761467889908258,1994.0,763847.0,113.0,0.14227642276422764,7.7,45.0
0,0.18716577540106952,2500000,0.03618421052631579,0.0,11.304979,0.0847304849468181,0.1452599388379205,1995.0,5535405.0,105.0,0.14905149051490515,7.7,984.0
0,0.0066844919786096255,10000000,0.009868421052631578,0.0,6.638116,0.08563187308455021,0.0,1995.0,26488734.0,89.0,0.15582655826558267,6.2,464.0
0,0.0066844919786096255,21000000,0.14802631578947367,0.0,3.030309,0.08653326122228232,0.022935779816513763,1995.0,23450000.0,115.0,0.0,6.3,48.0
0,0.19385026737967914,27000,0.009868421052631578,0.0,10.513367,0.08743464936001442,0.0,1994.0,3151130.0,92.0,0.0,7.4,769.0
0,0.0066844919786096255,25000000,0.15789473684210525,0.0,7.438934,0.08833603749774653,0.0,1994.0,22200000.0,97.0,0.0,6.3,184.0
0,0.0066844919786096255,55000000,0.256578947368421,0.0,11.812244,0.08923742563547864,0.0,1994.0,214015089.0,123.0,0.0,5.9,217.0
0,0.20053475935828877,16000000,0.009868421052631578,0.0,9.844558,0.09013881377321074,0.0,1994.0,247275374.0,107.0,0.0,6.5,1894.0
0,0.0066844919786096255,0,0.006578947368421052,0.46511627906976744,4.860016,0.09104020191094285,0.1529051987767584,1994.0,7294403.0,123.0,0.16260162601626016,7.5,76.0
0,0.0066844919786096255,0,0.2598684210526316,0.0,4.322726,0.048674959437533805,0.0,1994.0,6841570.0,113.0,0.0,4.3,28.0
0,0.0066844919786096255,18000000,0.2631578947368421,0.0,11.720358,0.06850549846764016,0.0,1994.0,5887457.0,127.0,0.0,7.3,639.0
0,0.2072192513368984,0,0.2664473684210526,0.0,10.177977,0.09194159004867496,0.0,1995.0,35348597.0,78.0,0.0,6.7,404.0
0,0.0066844919786096255,15000000,0.26973684210526316,0.0,8.182165,0.06670272219217595,0.0,1995.0,12201255.0,103.0,0.0,5.0,24.0
0,0.0066844919786096255,0,0.2730263157894737,0.0,0.398924,0.04777357129980169,0.0,1995.0,3992809.0,90.0,0.0,3.0,4.0
0,0.0066844919786096255,700000,0.18421052631578946,0.0,9.47666,0.09284297818640706,0.0,1994.0,7830611.0,171.0,0.0,7.7,91.0
0,0.0066844919786096255,5000000,0.24671052631578946,0.0,9.438042,0.09374436632413917,0.16055045871559634,1994.0,3049135.0,99.0,0.0,6.9,299.0
0,0.0066844919786096255,10500000,0.10526315789473684,0.0,2.688562,0.09464575446187128,0.16819571865443425,1995.0,26325256.0,113.0,0.12195121951219513,6.0,17.0
0,0.0066844919786096255,0,0.2763157894736842,0.0,9.546707,0.09554714259960338,0.0,1995.0,17689177.0,100.0,0.0,6.0,97.0
0,0.21390374331550802,60000000,0.27960526315789475,0.0,11.970205,0.0964485307373355,0.0,1994.0,223664608.0,123.0,0.006775067750677507,7.2,1558.0
0,0.0066844919786096255,14000000,0.03618421052631579,0.0,1.596058,0.09734991887506761,0.0,1995.0,2474000.0,139.0,0.0,5.2,10.0
0,0.0066844919786096255,60000000,0.28289473684210525,0.0,6.710215,0.09825130701279972,0.0,1994.0,37000000.0,109.0,0.0,4.7,381.0
0,0.22058823529411764,11000000,0.28618421052631576,0.0,42.149697,0.09915269515053182,0.0,1977.0,775398007.0,121.0,0.0,8.1,6778.0
0,0.0066844919786096255,2000000,0.03618421052631579,0.5813953488372093,4.126083,0.10005408328826393,0.17584097859327216,1992.0,21665468.0,105.0,0.013550135501355014,6.6,70.0
0,0.0066844919786096255,30000000,0.2894736842105263,0.0,12.199047,0.10095547142599604,0.0,1994.0,160638883.0,133.0,0.16937669376693767,7.2,636.0
0,0.0066844919786096255,17000000,0.06907894736842105,0.0,7.698526,0.03875968992248062,0.0,1995.0,7603766.0,106.0,0.0,6.4,28.0
0,0.0066844919786096255,45000000,0.29276315789473684,0.0,14.287753,0.10185685956372814,0.1834862385321101,1994.0,112006296.0,123.0,0.0,6.1,272.0
0,0.0066844919786096255,0,0.08881578947368421,0.0,3.770115,0.10275824770146025,0.0,1994.0,18137661.0,108.0,0.0,5.6,49.0
0,0.0066844919786096255,0,0.29605263157894735,0.0,5.831622,0.0018027762754642149,0.0,1994.0,46264384.0,114.0,0.0,6.4,199.0
0,0.0066844919786096255,6,0.08881578947368421,0.0,1.137266,0.10365963583919235,0.0,1995.0,5.0,95.0,0.0,5.6,7.0
0,0.0066844919786096255,0,0.1381578947368421,0.0,9.518564,0.10456102397692446,0.022935779816513763,1995.0,17381942.0,122.0,0.0,6.9,140.0
0,0.0066844919786096255,31000000,0.26973684210526316,0.0,5.930957,0.10546241211465657,0.0,1994.0,106683817.0,112.0,0.0,6.1,128.0
0,0.0066844919786096255,34000000,0.29934210526315785,0.0,11.226856,0.10636380025238867,0.0,1994.0,50282766.0,119.0,0.1761517615176152,6.9,927.0
0,0.22727272727272727,0,0.06907894736842105,0.0,4.025276,0.10726518839012078,0.16055045871559634,1994.0,2201126.0,99.0,0.1829268292682927,7.6,106.0
0,0.0066844919786096255,50000000,0.3026315789473684,0.0,13.676444,0.10816657652785289,0.0,1995.0,189859560.0,127.0,0.1897018970189702,6.4,522.0
0,0.0066844919786096255,16000000,0.3059210526315789,0.11627906976744186,20.477329,0.10906796466558501,0.022935779816513763,1994.0,45284974.0,110.0,0.0,8.2,4293.0
0,0.0066844919786096255,11000000,0.006578947368421052,0.0,1.433544,0.10996935280331711,0.0,1995.0,2832826.0,113.0,0.0,6.6,9.0
0,0.0066844919786096255,8000000,0.30921052631578944,0.0,140.950236,0.11087074094104922,0.0,1994.0,213928762.0,154.0,0.1964769647696477,8.3,8670.0
0,0.0066844919786096255,0,0.06907894736842105,0.0,7.160149,0.11177212907878133,0.00764525993883792,1995.0,6834525.0,124.0,0.0,6.4,6.0
0,0.0066844919786096255,400000,0.14802631578947367,0.46511627906976744,1.638622,0.11267351721651343,0.191131498470948,1992.0,152322.0,105.0,0.20325203252032523,6.1,9.0
0,0.0066844919786096255,0,0.03618421052631579,0.0,1.881932,0.11357490535424554,0.08409785932721713,1994.0,4176932.0,98.0,0.0,6.4,32.0
0,0.0066844919786096255,32000000,0.3125,0.0,7.54701,0.06670272219217595,0.09938837920489296,1995.0,18552460.0,107.0,0.0,6.2,431.0
0,0.0066844919786096255,22000000,0.21052631578947367,0.6976744186046512,3.395867,0.11447629349197765,0.0,1995.0,12400000.0,108.0,0.0,6.4,7.0
0,0.0066844919786096255,15000000,0.21052631578947367,0.0,6.259433,0.03695691364701641,0.0,1994.0,11300653.0,133.0,0.21002710027100271,5.3,33.0
0,0.2339572192513369,35000000,0.3157894736842105,0.0,8.910462,0.11537768162970975,0.0,1994.0,9771658.0,89.0,0.0,6.5,251.0
0,0.0066844919786096255,45000000,0.19407894736842105,0.0,10.388183,0.11627906976744186,0.19877675840978593,1994.0,170362582.0,110.0,0.0,5.5,317.0
0,0.0066844919786096255,55000000,0.319078947368421,0.0,13.328924,0.11718045790517397,0.022935779816513763,1994.0,196567262.0,121.0,0.21680216802168023,6.8,942.0
0,0.24064171122994651,22000000,0.06578947368421052,0.0,9.665424,0.11808184604290607,0.0,1994.0,189833357.0,97.0,0.0,6.3,501.0
0,0.0066844919786096255,25000000,0.03289473684210526,0.0,51.645403,0.11898323418063818,0.0,1994.0,28341469.0,142.0,0.0,8.5,8358.0
0,0.0066844919786096255,0,0.26973684210526316,0.0,1.298224,0.11988462231837028,0.0,1993.0,102780.0,96.0,0.0,6.0,7.0
0,0.0066844919786096255,25000000,0.3223684210526316,0.0,7.602087,0.12078601045610239,0.0,1995.0,4064495.0,98.0,0.0,5.5,140.0
0,0.24732620320855614,38000000,0.3256578947368421,0.0,8.105708,0.03875968992248062,0.0,1994.0,120000000.0,118.0,0.0,6.4,461.0
0,0.0066844919786096255,6000000,0.3289473684210526,0.0,2.86007,0.1216873985938345,0.0,1995.0,12000000.0,98.0,0.0,5.4,33.0
0,0.0066844919786096255,0,0.009868421052631578,0.0,11.971318,0.03875968992248062,0.0,1995.0,32648673.0,97.0,0.0,6.8,321.0
0,0.0066844919786096255,11000000,0.33223684210526316,0.0,10.3919,0.03875968992248062,0.0,1993.0,10032765.0,118.0,0.0,7.5,943.0
0,0.0066844919786096255,30000000,0.3355263157894737,0.0,5.188399,0.03875968992248062,0.0,1995.0,24048000.0,106.0,0.0,5.4,163.0
0,0.0066844919786096255,17000000,0.006578947368421052,0.0,15.783615,0.09464575446187128,0.0,1995.0,182057016.0,103.0,0.0,6.5,340.0
0,0.0066844919786096255,0,0.08881578947368421,0.0,0.372239,0.12258878673156662,0.20642201834862384,1994.0,759393.0,87.0,0.08130081300813008,5.5,2.0
0,0.0066844919786096255,3000000,0.3388157894736842,0.0,5.254847,0.12349017486929872,0.21406727828746178,1994.0,15119639.0,106.0,0.0,6.9,104.0
0,0.03342245989304813,15000000,0.3421052631578947,0.0,11.247957,0.03515413737155219,0.0,1994.0,107217396.0,86.0,0.0,6.4,1684.0
0,0.0066844919786096255,0,0.21052631578947367,0.0,8.328596,0.05588606453939066,0.2217125382262997,1994.0,11220670.0,104.0,0.0,7.2,174.0
0,0.0066844919786096255,5000000,0.34539473684210525,0.0,11.298195,0.12439156300703083,0.2293577981651376,1992.0,1862805.0,139.0,0.0880758807588076,7.0,115.0
0,0.2540106951871658,62000000,0.34868421052631576,0.0,7.513245,0.12529295114476294,0.0,1994.0,215887717.0,141.0,0.0,6.4,390.0
0,0.0066844919786096255,45000000,0.35197368421052627,0.0,15.263829,0.12619433928249504,0.0,1994.0,117615211.0,119.0,0.0,6.4,287.0
0,0.2606951871657754,15000000,0.35526315789473684,0.0,15.799336,0.12709572742022715,0.0,1994.0,94000000.0,102.0,0.0,7.3,980.0
0,0.0066844919786096255,0,0.06907894736842105,0.0,2.583363,0.12799711555795926,0.0,1994.0,1007583.0,128.0,0.0,6.1,29.0
0,0.26737967914438504,46000000,0.17105263157894735,0.0,15.019586,0.12889850369569136,0.0,1994.0,341631208.0,91.0,0.0,5.0,559.0
0,0.0066844919786096255,55000000,0.006578947368421052,0.0,48.307194,0.03875968992248062,0.0,1994.0,677945399.0,142.0,0.0,8.2,8147.0
0,0.0066844919786096255,6000000,0.006578947368421052,0.0,8.990345,0.12979989183342347,0.08409785932721713,1994.0,254700832.0,117.0,0.0,6.6,654.0
0,0.0066844919786096255,0,0.35855263157894735,0.0,7.817811,0.13070127997115558,0.0,1995.0,38290723.0,127.0,0.0,6.4,49.0
0,0.0066844919786096255,0,0.006578947368421052,0.0,0.289295,0.13160266810888768,0.0,1994.0,1777020.0,104.0,0.013550135501355014,6.3,4.0
0,0.0066844919786096255,45000000,0.36184210526315785,0.0,3.570874,0.1325040562466198,0.0,1994.0,61947267.0,123.0,0.006775067750677507,5.3,41.0
0,0.0066844919786096255,0,0.3651315789473684,0.0,0.568884,0.1334054443843519,0.23700305810397554,1993.0,449707.0,180.0,0.22357723577235775,7.3,5.0
0,0.27406417112299464,45000000,0.3684210526315789,0.0,21.605761,0.02704164413196322,0.0,1994.0,788241776.0,89.0,0.0,8.0,5520.0
